17/09/2018,Buy,EGIE3,40,"36,50",0
12/12/2018,Split,EGIE3,10,"0,00",0
15/03/2019,Sell,EGIE3,25,"39,00",0
25/03/2020,Buy,EGIE3,15,"38,00",0
25/03/2020,Buy,EGIE3,10,"37,50",0
27/07/2020,Buy,EGIE3,32,"44,70",0
03/10/2018,Buy,ABEV3,28,"18,26",0
16/10/2018,Buy,ABEV3,30,"17,29",0
07/11/2018,Buy,ABEV3,25,"16,80",0
